Name,Type,Minimum,Maximum,Length,Direction,Transferred From
,start,"9,258","9,258",1,forward,M01342:73:000000000-AAFA1:1:1113:8089:13707 2:N:0:2
,start,"9,269","9,269",1,forward,M01342:73:000000000-AAFA1:1:1110:29331:17859 2:N:0:2 (reversed)
,start,"9,273","9,273",1,reverse,M01342:73:000000000-AAFA1:1:1101:20846:3287 2:N:0:2
,start,"9,277","9,277",1,forward,"M01342:73:000000000-AAFA1:1:1113:17969:9288 1:N:0:2, M01342:73:000000000-AAFA1:1:2109:7434:10521 2:N:0:2 (reversed)"
,start,"9,282","9,282",1,forward,M01342:73:000000000-AAFA1:1:2105:25050:17346 1:N:0:2
,start,"9,291","9,291",1,forward,M01342:73:000000000-AAFA1:1:1106:12114:25994 1:N:0:2 (reversed)
,start,"9,295","9,295",1,reverse,M01342:73:000000000-AAFA1:1:2103:13484:22737 1:N:0:2
,start,"9,312","9,312",1,reverse,M01342:73:000000000-AAFA1:1:2108:19894:13470 2:N:0:2
,start,"9,312","9,312",1,forward,"M01342:73:000000000-AAFA1:1:1104:7650:9652 2:N:0:2 (reversed), M01342:73:000000000-AAFA1:1:2101:10394:23185 1:N:0:2 (reversed)"
,start,"9,333","9,333",1,forward,M01342:73:000000000-AAFA1:1:2101:23295:22454 1:N:0:2
,start,"9,344","9,344",1,reverse,M01342:73:000000000-AAFA1:1:2107:15314:28814 1:N:0:2 (reversed)
,start,"9,344","9,344",1,forward,M01342:73:000000000-AAFA1:1:2113:6810:16556 1:N:0:2 (reversed)
,start,"9,351","9,351",1,forward,M01342:73:000000000-AAFA1:1:2110:3794:14612 1:N:0:2 (reversed)
,start,"9,356","9,356",1,forward,M01342:73:000000000-AAFA1:1:2101:24102:15096 2:N:0:2 (reversed)
,start,"9,384","9,384",1,forward,M01342:73:000000000-AAFA1:1:1103:17156:14010 2:N:0:2 (reversed)
,start,"9,394","9,394",1,forward,"M01342:73:000000000-AAFA1:1:1101:11146:4781 2:N:0:2 (reversed), M01342:73:000000000-AAFA1:1:1112:16023:18871 1:N:0:2 (reversed)"
,start,"9,412","9,412",1,forward,M01342:73:000000000-AAFA1:1:2112:17571:5074 1:N:0:2 (reversed)
,start,"9,420","9,420",1,forward,M01342:73:000000000-AAFA1:1:1106:9805:15212 1:N:0:2 (reversed)
,start,"9,451","9,451",1,forward,M01342:73:000000000-AAFA1:1:2114:23844:25074 2:N:0:2 (reversed)
,start,"9,454","9,454",1,reverse,"M01342:73:000000000-AAFA1:1:1109:21780:10146 1:N:0:2, M01342:73:000000000-AAFA1:1:2103:23252:13745 2:N:0:2, M01342:73:000000000-AAFA1:1:2113:8187:8503 1:N:0:2"
,start,"9,458","9,458",1,forward,M01342:73:000000000-AAFA1:1:2112:22193:24672 1:N:0:2 (reversed)
,start,"9,467","9,467",1,forward,M01342:73:000000000-AAFA1:1:2107:23827:11467 1:N:0:2 (reversed)
,start,"9,482","9,482",1,reverse,M01342:73:000000000-AAFA1:1:2104:21059:9604 1:N:0:2
,start,"9,497","9,497",1,forward,M01342:73:000000000-AAFA1:1:1111:11162:18878 1:N:0:2 (reversed)
,start,"9,508","9,508",1,forward,M01342:73:000000000-AAFA1:1:2105:21998:13849 2:N:0:2 (reversed)
,start,"9,522","9,522",1,forward,M01342:73:000000000-AAFA1:1:2103:23893:5040 2:N:0:2 (reversed)
,start,"9,559","9,559",1,forward,M01342:73:000000000-AAFA1:1:1109:28726:17726 1:N:0:2 (reversed)
,start,"9,578","9,578",1,reverse,M01342:73:000000000-AAFA1:1:2106:20599:18964 1:N:0:2
,start,"9,657","9,657",1,forward,M01342:73:000000000-AAFA1:1:1112:10200:12065 2:N:0:2
,start,"9,683","9,683",1,forward,M01342:73:000000000-AAFA1:1:2101:28235:21377 1:N:0:2
,start,"9,744","9,744",1,forward,M01342:73:000000000-AAFA1:1:2101:12339:20040 2:N:0:2 (reversed)
,start,"9,798","9,798",1,reverse,M01342:73:000000000-AAFA1:1:1109:19311:18673 1:N:0:2
,start,"9,816","9,816",1,forward,M01342:73:000000000-AAFA1:1:1102:11372:25543 1:N:0:2 (reversed)
,start,"9,850","9,850",1,forward,M01342:73:000000000-AAFA1:1:1106:24227:11654 1:N:0:2 (reversed)
,start,"9,910","9,910",1,reverse,M01342:73:000000000-AAFA1:1:1113:16610:13481 1:N:0:2
,start,"9,946","9,946",1,forward,M01342:73:000000000-AAFA1:1:2107:19274:12340 1:N:0:2 (reversed)
,start,"10,077","10,077",1,forward,M01342:73:000000000-AAFA1:1:2113:21455:19255 1:N:0:2 (reversed)
,start,"10,144","10,144",1,forward,"M01342:73:000000000-AAFA1:1:1103:14013:12442 1:N:0:2 (reversed), M01342:73:000000000-AAFA1:1:1103:15699:13821 2:N:0:2 (reversed), M01342:73:000000000-AAFA1:1:2104:6637:16699 1:N:0:2 (reversed)"
,start,"10,247","10,247",1,forward,M01342:73:000000000-AAFA1:1:2110:17112:14438 2:N:0:2
,start,"10,261","10,261",1,forward,M01342:73:000000000-AAFA1:1:2106:7065:19922 1:N:0:2 (reversed)
,start,"10,304","10,304",1,forward,M01342:73:000000000-AAFA1:1:1109:24903:11066 1:N:0:2
,start,"10,315","10,315",1,forward,M01342:73:000000000-AAFA1:1:2108:7433:6439 2:N:0:2 (reversed)
,start,"10,340","10,340",1,forward,M01342:73:000000000-AAFA1:1:1114:18082:7301 1:N:0:2 (reversed)
,start,"10,375","10,375",1,forward,M01342:73:000000000-AAFA1:1:2103:25259:13640 1:N:0:2 (reversed)
,start,"10,386","10,386",1,forward,M01342:73:000000000-AAFA1:1:2106:19885:10159 1:N:0:2 (reversed)
,start,"10,399","10,399",1,reverse,M01342:73:000000000-AAFA1:1:1108:7881:22017 1:N:0:2 (reversed)
,start,"10,403","10,403",1,forward,M01342:73:000000000-AAFA1:1:1111:11465:25159 1:N:0:2 (reversed)
,start,"10,433","10,433",1,forward,M01342:73:000000000-AAFA1:1:1102:4445:17713 1:N:0:2 (reversed)
,start,"10,453","10,453",1,forward,M01342:73:000000000-AAFA1:1:1107:22045:14847 2:N:0:2 (reversed)
,start,"10,461","10,461",1,forward,M01342:73:000000000-AAFA1:1:2113:15154:25934 1:N:0:2 (reversed)
,start,"10,474","10,474",1,reverse,M01342:73:000000000-AAFA1:1:2109:27342:19992 2:N:0:2 (reversed)
,start,"10,487","10,487",1,forward,"M01342:73:000000000-AAFA1:1:2114:18977:22866 1:N:0:2, M01342:73:000000000-AAFA1:1:2103:17904:16146 2:N:0:2"
,start,"10,503","10,503",1,forward,M01342:73:000000000-AAFA1:1:1110:14673:7575 1:N:0:2 (reversed)
,start,"10,530","10,530",1,forward,M01342:73:000000000-AAFA1:1:2109:9741:19359 1:N:0:2 (reversed)
,start,"10,569","10,569",1,forward,"M01342:73:000000000-AAFA1:1:2108:20746:28338 1:N:0:2 (reversed), M01342:73:000000000-AAFA1:1:2110:16694:3949 2:N:0:2 (reversed)"
,start,"10,573","10,573",1,forward,M01342:73:000000000-AAFA1:1:1105:12264:23859 1:N:0:2 (reversed)
,start,"10,577","10,577",1,reverse,"M01342:73:000000000-AAFA1:1:1105:22278:24632 1:N:0:2 (reversed), M01342:73:000000000-AAFA1:1:2104:26586:16052 2:N:0:2 (reversed), M01342:73:000000000-AAFA1:1:2113:5278:10856 2:N:0:2"
,start,"10,595","10,595",1,forward,M01342:73:000000000-AAFA1:1:1101:5834:15434 2:N:0:2
,start,"10,596","10,596",1,forward,M01342:73:000000000-AAFA1:1:1107:16593:7872 1:N:0:2 (reversed)
,start,"10,640","10,640",1,forward,M01342:73:000000000-AAFA1:1:1102:18349:13598 1:N:0:2 (reversed)
,start,"10,670","10,670",1,forward,M01342:73:000000000-AAFA1:1:1105:8585:19886 2:N:0:2 (reversed)
,start,"10,679","10,679",1,reverse,M01342:73:000000000-AAFA1:1:2106:3985:18055 2:N:0:2
,start,"10,680","10,680",1,forward,"M01342:73:000000000-AAFA1:1:2106:13642:10082 2:N:0:2 (reversed), M01342:73:000000000-AAFA1:1:2112:3616:15587 2:N:0:2 (reversed)"
,start,"10,686","10,686",1,forward,M01342:73:000000000-AAFA1:1:2107:8211:15372 2:N:0:2 (reversed)
,start,"10,700","10,700",1,reverse,M01342:73:000000000-AAFA1:1:2111:23763:10560 2:N:0:2
,start,"10,700","10,700",1,forward,M01342:73:000000000-AAFA1:1:1114:10388:7007 2:N:0:2
,start,"10,708","10,708",1,forward,M01342:73:000000000-AAFA1:1:1110:21527:8060 1:N:0:2
,start,"10,719","10,719",1,forward,M01342:73:000000000-AAFA1:1:1102:12440:12445 2:N:0:2 (reversed)
,start,"10,730","10,730",1,forward,M01342:73:000000000-AAFA1:1:1105:13179:3373 1:N:0:2 (reversed)
,start,"10,733","10,733",1,forward,M01342:73:000000000-AAFA1:1:2107:21714:16294 2:N:0:2 (reversed)
,start,"10,739","10,739",1,forward,M01342:73:000000000-AAFA1:1:2111:10703:21873 1:N:0:2
,start,"10,742","10,742",1,forward,"M01342:73:000000000-AAFA1:1:1114:16266:24726 1:N:0:2, M01342:73:000000000-AAFA1:1:1114:23334:5699 2:N:0:2 (reversed)"
,start,"10,744","10,744",1,forward,M01342:73:000000000-AAFA1:1:2101:11044:7119 2:N:0:2
,start,"10,760","10,760",1,forward,M01342:73:000000000-AAFA1:1:1109:6131:24227 1:N:0:2
,start,"10,761","10,761",1,forward,M01342:73:000000000-AAFA1:1:1101:10976:6207 2:N:0:2
,start,"10,768","10,768",1,reverse,M01342:73:000000000-AAFA1:1:2110:12189:16315 1:N:0:2
,start,"10,779","10,779",1,forward,M01342:73:000000000-AAFA1:1:2104:2635:11766 1:N:0:2
,start,"10,785","10,785",1,forward,"M01342:73:000000000-AAFA1:1:1102:21110:10354 2:N:0:2 (reversed), M01342:73:000000000-AAFA1:1:2108:15966:27156 1:N:0:2"
,start,"10,826","10,826",1,forward,M01342:73:000000000-AAFA1:1:2113:23106:15808 1:N:0:2
,start,"10,831","10,831",1,forward,"M01342:73:000000000-AAFA1:1:1110:15574:19911 1:N:0:2 (reversed), M01342:73:000000000-AAFA1:1:1110:3759:10010 1:N:0:2 (reversed)"
,start,"10,834","10,834",1,forward,M01342:73:000000000-AAFA1:1:2112:10903:24160 1:N:0:2
,start,"10,835","10,835",1,reverse,M01342:73:000000000-AAFA1:1:2104:11905:2287 1:N:0:2
,start,"10,835","10,835",1,forward,M01342:73:000000000-AAFA1:1:2101:19471:5100 1:N:0:2
,start,"10,837","10,837",1,forward,M01342:73:000000000-AAFA1:1:2113:17086:12952 2:N:0:2 (reversed)
,start,"10,852","10,852",1,reverse,"M01342:73:000000000-AAFA1:1:1110:15242:7919 2:N:0:2, M01342:73:000000000-AAFA1:1:2109:12937:10461 2:N:0:2"
,start,"10,852","10,852",1,forward,M01342:73:000000000-AAFA1:1:2113:20522:12195 2:N:0:2
,start,"10,869","10,869",1,forward,"M01342:73:000000000-AAFA1:1:1104:24010:12602 1:N:0:2 (reversed), M01342:73:000000000-AAFA1:1:2101:29283:13824 1:N:0:2 (reversed)"
,start,"10,886","10,886",1,forward,"M01342:73:000000000-AAFA1:1:1102:5212:14409 1:N:0:2 (reversed), M01342:73:000000000-AAFA1:1:1105:22768:5363 1:N:0:2"
,start,"10,888","10,888",1,forward,M01342:73:000000000-AAFA1:1:1106:9386:16198 1:N:0:2 (reversed)
,start,"10,890","10,890",1,reverse,"M01342:73:000000000-AAFA1:1:1102:3041:10499 1:N:0:2, M01342:73:000000000-AAFA1:1:2113:10460:5426 2:N:0:2"
,start,"10,890","10,890",1,forward,M01342:73:000000000-AAFA1:1:1102:15817:17827 1:N:0:2 (reversed)
,start,"10,896","10,896",1,forward,M01342:73:000000000-AAFA1:1:2114:13290:9494 2:N:0:2 (reversed)
,start,"10,905","10,905",1,forward,M01342:73:000000000-AAFA1:1:1109:8841:18910 2:N:0:2
,start,"10,908","10,908",1,forward,M01342:73:000000000-AAFA1:1:2109:15172:9172 2:N:0:2 (reversed)
,start,"10,911","10,911",1,forward,M01342:73:000000000-AAFA1:1:2107:18347:25392 2:N:0:2 (reversed)
,start,"10,919","10,919",1,reverse,M01342:73:000000000-AAFA1:1:1108:3497:11955 2:N:0:2
,start,"10,920","10,920",1,reverse,M01342:73:000000000-AAFA1:1:2105:9857:22421 1:N:0:2 (reversed)
,start,"10,934","10,934",1,forward,M01342:73:000000000-AAFA1:1:1107:14715:11188 2:N:0:2 (reversed)
,start,"10,952","10,952",1,reverse,M01342:73:000000000-AAFA1:1:1107:7776:12100 2:N:0:2
,start,"10,953","10,953",1,forward,"M01342:73:000000000-AAFA1:1:2103:23676:24094 1:N:0:2, M01342:73:000000000-AAFA1:1:2108:9683:13542 1:N:0:2"
,start,"10,956","10,956",1,forward,M01342:73:000000000-AAFA1:1:1104:8954:18500 2:N:0:2 (reversed)
,start,"10,957","10,957",1,reverse,M01342:73:000000000-AAFA1:1:1111:15485:2601 2:N:0:2
,start,"10,961","10,961",1,forward,"M01342:73:000000000-AAFA1:1:2106:14937:8716 1:N:0:2, M01342:73:000000000-AAFA1:1:2107:21708:20697 2:N:0:2 (reversed)"
,start,"10,968","10,968",1,forward,M01342:73:000000000-AAFA1:1:2114:12131:3985 2:N:0:2
,start,"10,979","10,979",1,reverse,"M01342:73:000000000-AAFA1:1:1114:18972:19300 2:N:0:2, M01342:73:000000000-AAFA1:1:2108:8431:17340 1:N:0:2"
,start,"11,010","11,010",1,forward,M01342:73:000000000-AAFA1:1:1109:21657:23944 2:N:0:2 (reversed)
,start,"11,013","11,013",1,forward,"M01342:73:000000000-AAFA1:1:1110:27391:14083 1:N:0:2 (reversed), M01342:73:000000000-AAFA1:1:2108:21947:8518 2:N:0:2 (reversed)"
,start,"11,014","11,014",1,forward,"M01342:73:000000000-AAFA1:1:1102:22730:11845 1:N:0:2 (reversed), M01342:73:000000000-AAFA1:1:2106:21220:22943 1:N:0:2 (reversed), M01342:73:000000000-AAFA1:1:2109:27735:11923 2:N:0:2 (reversed)"
,start,"11,015","11,015",1,forward,"M01342:73:000000000-AAFA1:1:1102:17089:9902 1:N:0:2 (reversed), M01342:73:000000000-AAFA1:1:1103:26124:22050 2:N:0:2"
,start,"11,017","11,017",1,reverse,M01342:73:000000000-AAFA1:1:1102:10454:20931 2:N:0:2
,start,"11,017","11,017",1,forward,M01342:73:000000000-AAFA1:1:1110:2078:15878 2:N:0:2 (reversed)
,start,"11,018","11,018",1,reverse,M01342:73:000000000-AAFA1:1:2110:28003:15321 1:N:0:2
,start,"11,019","11,019",1,reverse,M01342:73:000000000-AAFA1:1:2104:5674:11078 1:N:0:2
,start,"11,021","11,021",1,reverse,M01342:73:000000000-AAFA1:1:2103:14060:25426 2:N:0:2 (reversed)
,start,"11,026","11,026",1,reverse,M01342:73:000000000-AAFA1:1:1114:23281:16207 1:N:0:2 (reversed)
,start,"11,026","11,026",1,forward,M01342:73:000000000-AAFA1:1:2114:15548:2804 1:N:0:2 (reversed)
,start,"11,035","11,035",1,forward,M01342:73:000000000-AAFA1:1:2110:22712:13031 1:N:0:2
,start,"11,036","11,036",1,reverse,M01342:73:000000000-AAFA1:1:1109:24264:24407 2:N:0:2
,start,"11,043","11,043",1,reverse,M01342:73:000000000-AAFA1:1:1114:19601:3576 2:N:0:2 (reversed)
,start,"11,044","11,044",1,reverse,M01342:73:000000000-AAFA1:1:2110:6033:10228 1:N:0:2
,start,"11,048","11,048",1,forward,M01342:73:000000000-AAFA1:1:2107:9891:12242 1:N:0:2 (reversed)
,start,"11,059","11,059",1,forward,"M01342:73:000000000-AAFA1:1:1110:7205:13010 1:N:0:2, M01342:73:000000000-AAFA1:1:2113:11109:21669 2:N:0:2"
,start,"11,064","11,064",1,forward,M01342:73:000000000-AAFA1:1:1101:24479:8784 2:N:0:2 (reversed)
,start,"11,070","11,070",1,forward,M01342:73:000000000-AAFA1:1:1108:14099:16427 2:N:0:2 (reversed)
,start,"11,073","11,073",1,forward,M01342:73:000000000-AAFA1:1:1103:16668:16935 1:N:0:2
,start,"11,084","11,084",1,reverse,M01342:73:000000000-AAFA1:1:1109:15329:2519 2:N:0:2
,start,"11,085","11,085",1,forward,M01342:73:000000000-AAFA1:1:2104:25042:8464 1:N:0:2 (reversed)
,start,"11,104","11,104",1,reverse,"M01342:73:000000000-AAFA1:1:1114:13890:12677 2:N:0:2, M01342:73:000000000-AAFA1:1:2105:16911:16433 2:N:0:2"
,start,"11,106","11,106",1,forward,M01342:73:000000000-AAFA1:1:2113:1996:15839 1:N:0:2 (reversed)
,start,"11,107","11,107",1,reverse,M01342:73:000000000-AAFA1:1:2111:21386:17671 2:N:0:2
,start,"11,107","11,107",1,forward,M01342:73:000000000-AAFA1:1:2110:5813:13267 2:N:0:2 (reversed)
,start,"11,109","11,109",1,forward,M01342:73:000000000-AAFA1:1:1103:13953:11040 1:N:0:2 (reversed)
,start,"11,122","11,122",1,reverse,M01342:73:000000000-AAFA1:1:2106:16866:11504 1:N:0:2
,start,"11,127","11,127",1,forward,M01342:73:000000000-AAFA1:1:2109:19924:11197 1:N:0:2 (reversed)
,start,"11,140","11,140",1,reverse,M01342:73:000000000-AAFA1:1:2101:15360:17142 2:N:0:2
,start,"11,156","11,156",1,reverse,M01342:73:000000000-AAFA1:1:2103:22657:25327 1:N:0:2
,start,"11,157","11,157",1,forward,M01342:73:000000000-AAFA1:1:2111:17800:14518 1:N:0:2 (reversed)
,start,"11,161","11,161",1,forward,"M01342:73:000000000-AAFA1:1:1106:16265:27692 1:N:0:2 (reversed), M01342:73:000000000-AAFA1:1:1110:18855:22072 2:N:0:2"
,start,"11,165","11,165",1,reverse,M01342:73:000000000-AAFA1:1:1104:8002:13372 1:N:0:2
,start,"11,166","11,166",1,forward,M01342:73:000000000-AAFA1:1:2110:15979:16533 1:N:0:2 (reversed)
,start,"11,170","11,170",1,reverse,M01342:73:000000000-AAFA1:1:1111:17220:5073 2:N:0:2
,start,"11,171","11,171",1,forward,M01342:73:000000000-AAFA1:1:1104:11328:11539 2:N:0:2 (reversed)
,start,"11,177","11,177",1,forward,M01342:73:000000000-AAFA1:1:1110:25442:8185 1:N:0:2 (reversed)
,start,"11,178","11,178",1,reverse,M01342:73:000000000-AAFA1:1:2104:3105:19182 1:N:0:2
,start,"11,179","11,179",1,forward,M01342:73:000000000-AAFA1:1:1108:21775:18829 2:N:0:2 (reversed)
,start,"11,186","11,186",1,reverse,M01342:73:000000000-AAFA1:1:2109:21615:13897 1:N:0:2 (reversed)
,start,"11,195","11,195",1,forward,M01342:73:000000000-AAFA1:1:1108:20162:7165 1:N:0:2 (reversed)
,start,"11,197","11,197",1,forward,M01342:73:000000000-AAFA1:1:2114:7200:16234 2:N:0:2
,start,"11,216","11,216",1,reverse,M01342:73:000000000-AAFA1:1:1102:21279:26523 2:N:0:2
,start,"11,217","11,217",1,forward,"M01342:73:000000000-AAFA1:1:1107:18756:26617 1:N:0:2 (reversed), M01342:73:000000000-AAFA1:1:2110:4552:13686 1:N:0:2 (reversed)"
,start,"11,224","11,224",1,forward,M01342:73:000000000-AAFA1:1:2114:16678:13842 2:N:0:2 (reversed)
,start,"11,239","11,239",1,forward,M01342:73:000000000-AAFA1:1:1101:8698:23145 1:N:0:2
,start,"11,247","11,247",1,forward,M01342:73:000000000-AAFA1:1:2112:17646:5347 1:N:0:2 (reversed)
,start,"11,252","11,252",1,forward,M01342:73:000000000-AAFA1:1:1109:19489:15031 1:N:0:2 (reversed)
,start,"11,256","11,256",1,forward,M01342:73:000000000-AAFA1:1:1107:20122:2144 2:N:0:2 (reversed)
,start,"11,260","11,260",1,forward,M01342:73:000000000-AAFA1:1:2110:19952:28599 2:N:0:2 (reversed)
,start,"11,268","11,268",1,reverse,"M01342:73:000000000-AAFA1:1:1114:11283:16664 1:N:0:2, M01342:73:000000000-AAFA1:1:2112:24877:6737 1:N:0:2"
,start,"11,268","11,268",1,forward,"M01342:73:000000000-AAFA1:1:1107:12078:18803 1:N:0:2 (reversed), M01342:73:000000000-AAFA1:1:1114:17843:23312 2:N:0:2 (reversed)"
,start,"11,276","11,276",1,forward,M01342:73:000000000-AAFA1:1:1101:7898:7114 2:N:0:2 (reversed)
,start,"11,285","11,285",1,forward,M01342:73:000000000-AAFA1:1:1104:18715:3285 1:N:0:2 (reversed)
,start,"11,305","11,305",1,forward,M01342:73:000000000-AAFA1:1:2111:25297:13665 1:N:0:2 (reversed)
,start,"11,311","11,311",1,forward,M01342:73:000000000-AAFA1:1:1110:21613:23395 1:N:0:2 (reversed)
,start,"11,316","11,316",1,reverse,M01342:73:000000000-AAFA1:1:1103:12783:28439 2:N:0:2
,start,"11,316","11,316",1,forward,"M01342:73:000000000-AAFA1:1:1102:26259:14812 2:N:0:2 (reversed), M01342:73:000000000-AAFA1:1:1109:24336:15117 2:N:0:2 (reversed)"
,start,"11,317","11,317",1,reverse,M01342:73:000000000-AAFA1:1:2111:10209:27401 2:N:0:2 (reversed)
,start,"11,320","11,320",1,reverse,M01342:73:000000000-AAFA1:1:1113:7077:19071 1:N:0:2
,start,"11,324","11,324",1,forward,M01342:73:000000000-AAFA1:1:2110:7387:7205 2:N:0:2 (reversed)
,start,"11,333","11,333",1,reverse,M01342:73:000000000-AAFA1:1:2109:16818:3853 1:N:0:2 (reversed)
,start,"11,334","11,334",1,reverse,M01342:73:000000000-AAFA1:1:2104:2804:15692 1:N:0:2
,start,"11,337","11,337",1,reverse,"M01342:73:000000000-AAFA1:1:1114:27958:10364 1:N:0:2, M01342:73:000000000-AAFA1:1:2113:14787:20122 2:N:0:2"
,start,"11,342","11,342",1,forward,M01342:73:000000000-AAFA1:1:2113:10383:3690 2:N:0:2 (reversed)
,start,"11,345","11,345",1,forward,M01342:73:000000000-AAFA1:1:1114:12928:17960 1:N:0:2 (reversed)
,start,"11,367","11,367",1,forward,"M01342:73:000000000-AAFA1:1:1109:8632:20817 1:N:0:2, M01342:73:000000000-AAFA1:1:1109:8644:20803 1:N:0:2"
,start,"11,370","11,370",1,forward,M01342:73:000000000-AAFA1:1:1114:21430:16611 1:N:0:2 (reversed)
,start,"11,374","11,374",1,reverse,M01342:73:000000000-AAFA1:1:1108:15343:8462 1:N:0:2
,start,"11,379","11,379",1,forward,"M01342:73:000000000-AAFA1:1:1106:19443:14496 2:N:0:2 (reversed), M01342:73:000000000-AAFA1:1:2103:10595:10627 1:N:0:2 (reversed)"
,start,"11,382","11,382",1,forward,M01342:73:000000000-AAFA1:1:1111:16854:8894 2:N:0:2 (reversed)
,start,"11,386","11,386",1,reverse,M01342:73:000000000-AAFA1:1:2114:17591:9596 1:N:0:2 (reversed)
,start,"11,395","11,395",1,reverse,M01342:73:000000000-AAFA1:1:1110:9543:18960 1:N:0:2
,start,"11,399","11,399",1,forward,"M01342:73:000000000-AAFA1:1:1102:12030:11215 1:N:0:2 (reversed), M01342:73:000000000-AAFA1:1:2113:12109:2066 2:N:0:2 (reversed)"
,start,"11,407","11,407",1,reverse,M01342:73:000000000-AAFA1:1:2107:19417:12076 2:N:0:2
,start,"11,412","11,412",1,forward,"M01342:73:000000000-AAFA1:1:1101:7805:10848 1:N:0:2 (reversed), M01342:73:000000000-AAFA1:1:1109:24471:8229 1:N:0:2"
,start,"11,413","11,413",1,forward,M01342:73:000000000-AAFA1:1:2103:15189:19621 1:N:0:2 (reversed)
,start,"11,416","11,416",1,reverse,"M01342:73:000000000-AAFA1:1:1102:13708:9481 1:N:0:2 (reversed), M01342:73:000000000-AAFA1:1:2107:4419:8032 1:N:0:2"
,start,"11,422","11,422",1,forward,M01342:73:000000000-AAFA1:1:1108:13146:15388 2:N:0:2 (reversed)
,start,"11,427","11,427",1,forward,M01342:73:000000000-AAFA1:1:1106:13884:16648 2:N:0:2 (reversed)
,start,"11,431","11,431",1,forward,M01342:73:000000000-AAFA1:1:1112:10397:6509 1:N:0:2 (reversed)
,start,"11,446","11,446",1,forward,M01342:73:000000000-AAFA1:1:2108:14711:9348 1:N:0:2 (reversed)
,start,"11,447","11,447",1,forward,M01342:73:000000000-AAFA1:1:2105:12503:11198 2:N:0:2 (reversed)
,start,"11,449","11,449",1,forward,M01342:73:000000000-AAFA1:1:1107:10129:12644 1:N:0:2 (reversed)
,start,"11,455","11,455",1,forward,M01342:73:000000000-AAFA1:1:2112:5889:22442 2:N:0:2
,start,"11,457","11,457",1,forward,M01342:73:000000000-AAFA1:1:2103:8132:15741 1:N:0:2
,start,"11,470","11,470",1,forward,M01342:73:000000000-AAFA1:1:2107:6384:14182 2:N:0:2 (reversed)
,start,"11,472","11,472",1,forward,M01342:73:000000000-AAFA1:1:1106:26422:20447 2:N:0:2 (reversed)
,start,"11,477","11,477",1,forward,"M01342:73:000000000-AAFA1:1:1110:13548:3248 1:N:0:2 (reversed), M01342:73:000000000-AAFA1:1:2114:27070:20102 1:N:0:2 (reversed)"
,start,"11,478","11,478",1,forward,M01342:73:000000000-AAFA1:1:2106:8084:26841 1:N:0:2
,start,"11,485","11,485",1,forward,M01342:73:000000000-AAFA1:1:1114:17672:19301 2:N:0:2 (reversed)
,start,"11,492","11,492",1,forward,"M01342:73:000000000-AAFA1:1:1113:9741:15508 2:N:0:2 (reversed), M01342:73:000000000-AAFA1:1:2113:8743:11486 2:N:0:2 (reversed)"
,start,"11,496","11,496",1,reverse,"M01342:73:000000000-AAFA1:1:1103:21762:22908 1:N:0:2, M01342:73:000000000-AAFA1:1:1105:24444:15122 2:N:0:2, M01342:73:000000000-AAFA1:1:1111:9444:17252 1:N:0:2"
,start,"11,497","11,497",1,forward,"M01342:73:000000000-AAFA1:1:2103:13820:18527 2:N:0:2 (reversed), M01342:73:000000000-AAFA1:1:2113:20192:14841 1:N:0:2 (reversed)"
,start,"11,501","11,501",1,forward,M01342:73:000000000-AAFA1:1:2111:4017:9639 2:N:0:2
,start,"11,505","11,505",1,reverse,M01342:73:000000000-AAFA1:1:1113:22547:3269 2:N:0:2 (reversed)
,start,"11,506","11,506",1,forward,M01342:73:000000000-AAFA1:1:2112:20013:14500 1:N:0:2 (reversed)
,start,"11,508","11,508",1,forward,"M01342:73:000000000-AAFA1:1:1102:19807:2427 1:N:0:2 (reversed), M01342:73:000000000-AAFA1:1:1111:27993:17303 2:N:0:2 (reversed)"
,start,"11,509","11,509",1,forward,"M01342:73:000000000-AAFA1:1:2101:19033:11884 2:N:0:2 (reversed), M01342:73:000000000-AAFA1:1:2110:8282:14379 2:N:0:2 (reversed)"
,start,"11,512","11,512",1,reverse,M01342:73:000000000-AAFA1:1:2107:23254:24898 2:N:0:2
,start,"11,513","11,513",1,reverse,M01342:73:000000000-AAFA1:1:2106:13523:20778 1:N:0:2
,start,"11,513","11,513",1,forward,M01342:73:000000000-AAFA1:1:2103:22220:15887 2:N:0:2 (reversed)
